===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,firstStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
133,,133,2018-08-28 00:00:00,1662.0,1689.0,1624.0,1643.0,79076778.0,,firstStrategy,133,736934.0,Broker,133,10000.0,10000.0,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,,134,2018-08-29 00:00:00,1649.0,1690.0,1614.0,1620.0,22214204.0,,firstStrategy,134,736935.0,Broker,134,10000.0,10000.0,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,,135,2018-09-01 00:00:00,1639.0,1640.0,1565.0,1568.0,25596751.0,,firstStrategy,135,736938.0,Broker,135,10000.0,10000.0,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,,136,2018-09-02 00:00:00,1562.0,1570.0,1515.0,1538.0,28467476.0,,firstStrategy,136,736939.0,Broker,136,10000.0,10000.0,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,,137,2018-09-03 00:00:00,1568.0,1608.0,1530.0,1600.0,33550258.0,,firstStrategy,137,736940.0,Broker,137,10000.0,10000.0,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,,138,2018-09-04 00:00:00,1620.0,1648.0,1595.0,1600.0,23385850.0,,firstStrategy,138,736941.0,Broker,138,10000.0,10000.0,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,,139,2018-09-05 00:00:00,1622.0,1622.0,1550.0,1580.0,19157410.0,,firstStrategy,139,736942.0,Broker,139,10000.0,10000.0,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,,140,2018-09-08 00:00:00,1612.0,1653.0,1590.0,1619.0,25781797.0,,firstStrategy,140,736945.0,Broker,140,10000.0,10000.0,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,,141,2018-09-09 00:00:00,1638.0,1703.0,1601.0,1703.0,93174146.0,,firstStrategy,141,736946.0,Broker,141,10000.0,10000.0,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,,142,2018-09-10 00:00:00,1750.0,1771.0,1710.0,1745.0,83368608.0,,firstStrategy,142,736947.0,Broker,142,10000.0,10000.0,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,,143,2018-09-11 00:00:00,1760.0,1790.0,1695.0,1740.0,44502038.0,,firstStrategy,143,736948.0,Broker,143,10000.0,10000.0,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,,144,2018-09-12 00:00:00,1820.0,1831.0,1820.0,1831.0,111433443.0,,firstStrategy,144,736949.0,Broker,144,10000.0,10000.0,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,,145,2018-09-15 00:00:00,1922.0,1922.0,1831.0,1853.0,123777473.0,,firstStrategy,145,736952.0,Broker,145,10000.0,10000.0,BuySell,145,,,Trades - Net Profit/Loss,145,,
146,,146,2018-09-16 00:00:00,1849.0,1865.0,1807.0,1850.0,58963426.0,,firstStrategy,146,736953.0,Broker,146,10000.0,10000.0,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,,147,2018-09-17 00:00:00,1864.0,1898.0,1791.0,1822.0,67538285.0,,firstStrategy,147,736954.0,Broker,147,10000.0,10000.0,BuySell,147,,,Trades - Net Profit/Loss,147,,
148,,148,2018-09-18 00:00:00,1837.0,1850.0,1790.0,1803.0,48549824.0,,firstStrategy,148,736955.0,Broker,148,10000.0,10000.0,BuySell,148,,,Trades - Net Profit/Loss,148,,
149,,149,2018-09-22 00:00:00,1835.0,1880.0,1805.0,1819.0,44322633.0,,firstStrategy,149,736959.0,Broker,149,10000.0,10000.0,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,,150,2018-09-23 00:00:00,1830.0,1921.0,1820.0,1918.0,94571691.0,,firstStrategy,150,736960.0,Broker,150,10000.0,10000.0,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,,151,2018-09-24 00:00:00,1949.0,1983.0,1900.0,1954.0,55148772.0,,firstStrategy,151,736961.0,Broker,151,10000.0,10000.0,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,,152,2018-09-25 00:00:00,1980.0,2037.0,1980.0,2037.0,220612794.0,,firstStrategy,152,736962.0,Broker,152,10000.0,10000.0,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,,153,2018-09-26 00:00:00,2110.0,2137.0,2070.0,2137.0,232557061.0,,firstStrategy,153,736963.0,Broker,153,10000.0,10000.0,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,,154,2018-09-29 00:00:00,2234.0,2234.0,2233.0,2234.0,14648770.0,,firstStrategy,154,736966.0,Broker,154,10000.0,10000.0,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,,155,2018-09-30 00:00:00,2337.0,2430.0,2306.0,2393.0,204490767.0,,firstStrategy,155,736967.0,Broker,155,10000.0,10000.0,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,,156,2018-10-01 00:00:00,2261.0,2290.0,2242.0,2242.0,158883224.0,,firstStrategy,156,736968.0,Broker,156,10000.0,10000.0,BuySell,156,,,Trades - Net Profit/Loss,156,,
157,,157,2018-10-02 00:00:00,2141.0,2200.0,2136.0,2136.0,40854468.0,,firstStrategy,157,736969.0,Broker,157,10000.0,10000.0,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,,158,2018-10-03 00:00:00,2034.0,2085.0,2034.0,2035.0,131421186.0,,firstStrategy,158,736970.0,Broker,158,10000.0,10000.0,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,,159,2018-10-06 00:00:00,2060.0,2115.0,1936.0,1936.0,107802251.0,,firstStrategy,159,736973.0,Broker,159,10000.0,10000.0,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,,160,2018-10-07 00:00:00,1900.0,2049.0,1881.0,1881.0,105190778.0,,firstStrategy,160,736974.0,Broker,160,10000.0,10000.0,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,,161,2018-10-08 00:00:00,1855.0,1977.0,1828.0,1960.0,46878876.0,,firstStrategy,161,736975.0,Broker,161,10000.0,10000.0,BuySell,161,,,Trades - Net Profit/Loss,161,,
162,,162,2018-10-09 00:00:00,1990.0,2004.0,1960.0,1998.0,83772081.0,,firstStrategy,162,736976.0,Broker,162,10000.0,10000.0,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,,163,2018-10-10 00:00:00,1952.0,2035.0,1952.0,1990.0,55641172.0,,firstStrategy,163,736977.0,Broker,163,10000.0,10000.0,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,,164,2018-10-13 00:00:00,1989.0,2029.0,1903.0,1903.0,63325669.0,,firstStrategy,164,736980.0,Broker,164,10000.0,10000.0,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,,165,2018-10-14 00:00:00,1880.0,1920.0,1865.0,1900.0,6487436.0,,firstStrategy,165,736981.0,Broker,165,10000.0,10000.0,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,,166,2018-10-15 00:00:00,1940.0,1988.0,1934.0,1988.0,52017290.0,,firstStrategy,166,736982.0,Broker,166,10000.0,10000.0,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,,167,2018-10-16 00:00:00,2038.0,2060.0,1992.0,2015.0,35559971.0,,firstStrategy,167,736983.0,Broker,167,10000.0,10000.0,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,,168,2018-10-17 00:00:00,1955.0,2030.0,1926.0,1952.0,57405720.0,,firstStrategy,168,736984.0,Broker,168,10000.0,10000.0,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,,169,2018-10-20 00:00:00,2011.0,2079.0,2011.0,2079.0,57198735.0,,firstStrategy,169,736987.0,Broker,169,10000.0,10000.0,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,,170,2018-10-21 00:00:00,2167.0,2179.0,2086.0,2167.0,114304206.0,,firstStrategy,170,736988.0,Broker,170,10000.0,10000.0,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,,171,2018-10-22 00:00:00,2184.0,2245.0,2140.0,2190.0,89549363.0,,firstStrategy,171,736989.0,Broker,171,10000.0,10000.0,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,,172,2018-10-23 00:00:00,2210.0,2275.0,2152.0,2248.0,93673232.0,,firstStrategy,172,736990.0,Broker,172,10000.0,10000.0,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,,173,2018-10-24 00:00:00,2211.0,2229.0,2120.0,2120.0,50990806.0,,firstStrategy,173,736991.0,Broker,173,10000.0,10000.0,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,,174,2018-10-27 00:00:00,2085.0,2159.0,2055.0,2055.0,36277722.0,,firstStrategy,174,736994.0,Broker,174,10000.0,10000.0,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,,175,2018-10-28 00:00:00,2070.0,2130.0,2060.0,2130.0,39377746.0,,firstStrategy,175,736995.0,Broker,175,10000.0,10000.0,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,,176,2018-10-29 00:00:00,2140.0,2188.0,2129.0,2173.0,72254842.0,,firstStrategy,176,736996.0,Broker,176,10000.0,10000.0,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,,177,2018-10-31 00:00:00,2160.0,2189.0,2110.0,2111.0,45397672.0,,firstStrategy,177,736998.0,Broker,177,10000.0,10000.0,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,,178,2018-11-03 00:00:00,2101.0,2170.0,2081.0,2100.0,21253000.0,,firstStrategy,178,737001.0,Broker,178,10000.0,10000.0,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,,179,2018-11-04 00:00:00,2130.0,2146.0,2055.0,2095.0,25479900.0,,firstStrategy,179,737002.0,Broker,179,10000.0,10000.0,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,,180,2018-11-05 00:00:00,2108.0,2146.0,2101.0,2118.0,32014887.0,,firstStrategy,180,737003.0,Broker,180,10000.0,10000.0,BuySell,180,,,Trades - Net Profit/Loss,180,,
181,,181,2018-11-06 00:00:00,2124.0,2160.0,2102.0,2120.0,17512727.0,,firstStrategy,181,737004.0,Broker,181,10000.0,10000.0,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,,182,2018-11-10 00:00:00,2080.0,2137.0,2061.0,2064.0,23500942.0,,firstStrategy,182,737008.0,Broker,182,10000.0,10000.0,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,,183,2018-11-11 00:00:00,2062.0,2094.0,2011.0,2046.0,27756079.0,,firstStrategy,183,737009.0,Broker,183,10000.0,10000.0,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,,184,2018-11-12 00:00:00,2075.0,2094.0,2047.0,2050.0,24308799.0,,firstStrategy,184,737010.0,Broker,184,10000.0,10000.0,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,,185,2018-11-13 00:00:00,2061.0,2092.0,2045.0,2056.0,13897700.0,,firstStrategy,185,737011.0,Broker,185,10000.0,10000.0,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,,186,2018-11-14 00:00:00,2040.0,2059.0,1998.0,2018.0,30979980.0,,firstStrategy,186,737012.0,Broker,186,10000.0,10000.0,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,,187,2018-11-17 00:00:00,2010.0,2059.0,1953.0,1978.0,21534534.0,,firstStrategy,187,737015.0,Broker,187,10000.0,10000.0,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,,188,2018-11-18 00:00:00,1973.0,2024.0,1904.0,1955.0,27551352.0,,firstStrategy,188,737016.0,Broker,188,10000.0,10000.0,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,,189,2018-11-19 00:00:00,1960.0,1989.0,1935.0,1941.0,13011063.0,,firstStrategy,189,737017.0,Broker,189,10000.0,10000.0,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,,190,2018-11-20 00:00:00,1970.0,1970.0,1935.0,1950.0,7025000.0,,firstStrategy,190,737018.0,Broker,190,10000.0,10000.0,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,,191,2018-11-21 00:00:00,1955.0,1955.0,1900.0,1911.0,24530926.0,,firstStrategy,191,737019.0,Broker,191,10000.0,10000.0,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,,192,2018-11-24 00:00:00,1860.0,1860.0,1820.0,1820.0,40657604.0,,firstStrategy,192,737022.0,Broker,192,10000.0,10000.0,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,,193,2018-11-26 00:00:00,1790.0,1790.0,1733.0,1733.0,59560853.0,,firstStrategy,193,737024.0,Broker,193,10000.0,10000.0,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,,194,2018-11-27 00:00:00,1737.0,1769.0,1735.0,1736.0,19471106.0,,firstStrategy,194,737025.0,Broker,194,10000.0,10000.0,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,,195,2018-11-28 00:00:00,1750.0,1771.0,1670.0,1721.0,17246119.0,,firstStrategy,195,737026.0,Broker,195,10000.0,10000.0,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,,196,2018-12-01 00:00:00,1695.0,1699.0,1621.0,1695.0,41426322.0,,firstStrategy,196,737029.0,Broker,196,10000.0,10000.0,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,,197,2018-12-02 00:00:00,1660.0,1711.0,1650.0,1711.0,21341437.0,,firstStrategy,197,737030.0,Broker,197,10000.0,10000.0,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,,198,2018-12-03 00:00:00,1760.0,1774.0,1751.0,1774.0,94690612.0,,firstStrategy,198,737031.0,Broker,198,10000.0,10000.0,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,,199,2018-12-04 00:00:00,1780.0,1800.0,1730.0,1780.0,18285932.0,,firstStrategy,199,737032.0,Broker,199,10000.0,10000.0,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,,200,2018-12-05 00:00:00,1769.0,1798.0,1748.0,1759.0,16621377.0,,firstStrategy,200,737033.0,Broker,200,10000.0,10000.0,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,,201,2018-12-08 00:00:00,1775.0,1775.0,1705.0,1710.0,21909870.0,,firstStrategy,201,737036.0,Broker,201,10000.0,10000.0,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,,202,2018-12-09 00:00:00,1750.0,1758.0,1706.0,1710.0,17911721.0,,firstStrategy,202,737037.0,Broker,202,10000.0,10000.0,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,,203,2018-12-10 00:00:00,1720.0,1755.0,1708.0,1750.0,12432806.0,,firstStrategy,203,737038.0,Broker,203,10000.0,10000.0,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,,204,2018-12-11 00:00:00,1740.0,1759.0,1710.0,1730.0,10252482.0,,firstStrategy,204,737039.0,Broker,204,10000.0,10000.0,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,,205,2018-12-12 00:00:00,1707.0,1746.0,1679.0,1691.0,13735477.0,,firstStrategy,205,737040.0,Broker,205,10000.0,10000.0,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,,206,2018-12-15 00:00:00,1714.0,1714.0,1675.0,1675.0,6633514.0,,firstStrategy,206,737043.0,Broker,206,10000.0,10000.0,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,,207,2018-12-16 00:00:00,1690.0,1715.0,1652.0,1689.0,12910486.0,,firstStrategy,207,737044.0,Broker,207,10000.0,10000.0,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,,208,2018-12-17 00:00:00,1656.0,1696.0,1643.0,1653.0,19177083.0,,firstStrategy,208,737045.0,Broker,208,10000.0,10000.0,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,,209,2018-12-18 00:00:00,1660.0,1687.0,1650.0,1652.0,8666156.0,,firstStrategy,209,737046.0,Broker,209,10000.0,10000.0,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,,210,2018-12-19 00:00:00,1648.0,1648.0,1586.0,1627.0,11641561.0,,firstStrategy,210,737047.0,Broker,210,10000.0,10000.0,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,,211,2018-12-22 00:00:00,1600.0,1602.0,1552.0,1595.0,8791355.0,,firstStrategy,211,737050.0,Broker,211,10000.0,10000.0,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,,212,2018-12-23 00:00:00,1610.0,1665.0,1610.0,1610.0,13621387.0,,firstStrategy,212,737051.0,Broker,212,10000.0,10000.0,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,,213,2018-12-24 00:00:00,1646.0,1696.0,1641.0,1650.0,14063386.0,,firstStrategy,213,737052.0,Broker,213,10000.0,10000.0,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,,214,2018-12-25 00:00:00,1659.0,1659.0,1626.0,1642.0,10641369.0,,firstStrategy,214,737053.0,Broker,214,10000.0,10000.0,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,,215,2018-12-26 00:00:00,1625.0,1723.0,1622.0,1625.0,20914842.0,,firstStrategy,215,737054.0,Broker,215,10000.0,10000.0,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,,216,2018-12-29 00:00:00,1728.0,1741.0,1702.0,1720.0,16435062.0,,firstStrategy,216,737057.0,Broker,216,10000.0,10000.0,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,,217,2018-12-30 00:00:00,1729.0,1740.0,1703.0,1730.0,14597427.0,,firstStrategy,217,737058.0,Broker,217,10000.0,10000.0,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,,218,2018-12-31 00:00:00,1725.0,1752.0,1725.0,1740.0,15913664.0,,firstStrategy,218,737059.0,Broker,218,10000.0,10000.0,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,,219,2019-01-01 00:00:00,1741.0,1749.0,1698.0,1700.0,11413176.0,,firstStrategy,219,737060.0,Broker,219,10000.0,10000.0,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,,220,2019-01-02 00:00:00,1700.0,1729.0,1689.0,1699.0,17645215.0,,firstStrategy,220,737061.0,Broker,220,10000.0,10000.0,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,,221,2019-01-05 00:00:00,1718.0,1740.0,1699.0,1710.0,8652575.0,,firstStrategy,221,737064.0,Broker,221,10000.0,10000.0,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,,222,2019-01-06 00:00:00,1720.0,1741.0,1710.0,1739.0,17329557.0,,firstStrategy,222,737065.0,Broker,222,10000.0,10000.0,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,,223,2019-01-07 00:00:00,1738.0,1748.0,1715.0,1732.0,13107879.0,,firstStrategy,223,737066.0,Broker,223,10000.0,10000.0,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,,224,2019-01-08 00:00:00,1740.0,1822.0,1740.0,1772.0,28258523.0,,firstStrategy,224,737067.0,Broker,224,10000.0,10000.0,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,,225,2019-01-09 00:00:00,1797.0,1807.0,1750.0,1769.0,7198015.0,,firstStrategy,225,737068.0,Broker,225,10000.0,10000.0,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,,226,2019-01-12 00:00:00,1761.0,1805.0,1738.0,1738.0,9219175.0,,firstStrategy,226,737071.0,Broker,226,10000.0,10000.0,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,,227,2019-01-13 00:00:00,1738.0,1759.0,1713.0,1728.0,6145078.0,,firstStrategy,227,737072.0,Broker,227,10000.0,10000.0,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,,228,2019-01-14 00:00:00,1720.0,1758.0,1709.0,1718.0,8114513.0,,firstStrategy,228,737073.0,Broker,228,10000.0,10000.0,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,,229,2019-01-15 00:00:00,1720.0,1750.0,1719.0,1730.0,8179134.0,,firstStrategy,229,737074.0,Broker,229,10000.0,10000.0,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,,230,2019-01-16 00:00:00,1745.0,1745.0,1718.0,1719.0,6655991.0,,firstStrategy,230,737075.0,Broker,230,10000.0,10000.0,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,,231,2019-01-19 00:00:00,1738.0,1738.0,1714.0,1722.0,11419835.0,,firstStrategy,231,737078.0,Broker,231,10000.0,10000.0,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,,232,2019-01-20 00:00:00,1750.0,1807.0,1729.0,1737.0,24998750.0,,firstStrategy,232,737079.0,Broker,232,10000.0,10000.0,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,,233,2019-01-21 00:00:00,1726.0,1750.0,1700.0,1700.0,10579069.0,,firstStrategy,233,737080.0,Broker,233,10000.0,10000.0,BuySell,233,,,Trades - Net Profit/Loss,233,,
234,,234,2019-01-22 00:00:00,1725.0,1728.0,1710.0,1717.0,5426296.0,,firstStrategy,234,737081.0,Broker,234,10000.0,10000.0,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,,235,2019-01-23 00:00:00,1720.0,1756.0,1701.0,1731.0,7853148.0,,firstStrategy,235,737082.0,Broker,235,10000.0,10000.0,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,,236,2019-01-26 00:00:00,1731.0,1768.0,1712.0,1722.0,9944114.0,,firstStrategy,236,737085.0,Broker,236,10000.0,10000.0,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,,237,2019-01-27 00:00:00,1721.0,1721.0,1699.0,1708.0,11171255.0,,firstStrategy,237,737086.0,Broker,237,10000.0,10000.0,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,,238,2019-01-28 00:00:00,1697.0,1738.0,1677.0,1713.0,11634567.0,,firstStrategy,238,737087.0,Broker,238,10000.0,10000.0,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,,239,2019-01-29 00:00:00,1690.0,1735.0,1682.0,1694.0,10276966.0,,firstStrategy,239,737088.0,Broker,239,10000.0,10000.0,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,,240,2019-01-30 00:00:00,1724.0,1736.0,1675.0,1675.0,13716394.0,,firstStrategy,240,737089.0,Broker,240,10000.0,10000.0,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,,241,2019-02-02 00:00:00,1699.0,1719.0,1687.0,1687.0,6179700.0,,firstStrategy,241,737092.0,Broker,241,10000.0,10000.0,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,,242,2019-02-03 00:00:00,1709.0,1720.0,1669.0,1669.0,12370574.0,,firstStrategy,242,737093.0,Broker,242,10000.0,10000.0,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,,243,2019-02-04 00:00:00,1690.0,1708.0,1654.0,1680.0,14670647.0,,firstStrategy,243,737094.0,Broker,243,10000.0,10000.0,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,,244,2019-02-05 00:00:00,1672.0,1707.0,1672.0,1707.0,25395482.0,,firstStrategy,244,737095.0,Broker,244,10000.0,10000.0,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,,245,2019-02-06 00:00:00,1708.0,1737.0,1707.0,1715.0,15433830.0,,firstStrategy,245,737096.0,Broker,245,10000.0,10000.0,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,,246,2019-02-10 00:00:00,1711.0,1730.0,1699.0,1716.0,5315155.0,,firstStrategy,246,737100.0,Broker,246,10000.0,10000.0,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,,247,2019-02-12 00:00:00,1691.0,1710.0,1679.0,1690.0,5061093.0,,firstStrategy,247,737102.0,Broker,247,10000.0,10000.0,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,,248,2019-02-13 00:00:00,1693.0,1693.0,1666.0,1677.0,13844220.0,,firstStrategy,248,737103.0,Broker,248,10000.0,10000.0,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,,249,2019-02-16 00:00:00,1689.0,1715.0,1680.0,1700.0,9998088.0,,firstStrategy,249,737106.0,Broker,249,10000.0,10000.0,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,,250,2019-02-17 00:00:00,1700.0,1700.0,1689.0,1694.0,10294569.0,,firstStrategy,250,737107.0,Broker,250,10000.0,10000.0,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,,251,2019-02-18 00:00:00,1698.0,1700.0,1681.0,1700.0,11444874.0,,firstStrategy,251,737108.0,Broker,251,10000.0,10000.0,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,,252,2019-02-19 00:00:00,1698.0,1726.0,1692.0,1720.0,17397688.0,,firstStrategy,252,737109.0,Broker,252,10000.0,10000.0,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,,253,2019-02-20 00:00:00,1709.0,1770.0,1709.0,1755.0,28840434.0,,firstStrategy,253,737110.0,Broker,253,10000.0,10000.0,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,,254,2019-02-23 00:00:00,1781.0,1836.0,1780.0,1805.0,42572587.0,,firstStrategy,254,737113.0,Broker,254,10000.0,10000.0,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,,255,2019-02-24 00:00:00,1811.0,1850.0,1788.0,1839.0,16566629.0,,firstStrategy,255,737114.0,Broker,255,10000.0,10000.0,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,,256,2019-02-25 00:00:00,1838.0,1870.0,1820.0,1820.0,32566846.0,,firstStrategy,256,737115.0,Broker,256,10000.0,10000.0,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,,257,2019-02-26 00:00:00,1818.0,1880.0,1781.0,1836.0,23942539.0,,firstStrategy,257,737116.0,Broker,257,10000.0,10000.0,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,,258,2019-02-27 00:00:00,1848.0,1880.0,1841.0,1849.0,20553082.0,,firstStrategy,258,737117.0,Broker,258,10000.0,10000.0,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,,259,2019-03-02 00:00:00,1850.0,1883.0,1840.0,1846.0,9928987.0,,firstStrategy,259,737120.0,Broker,259,10000.0,10000.0,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,,260,2019-03-03 00:00:00,1860.0,1863.0,1836.0,1842.0,9535575.0,,firstStrategy,260,737121.0,Broker,260,10000.0,10000.0,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,,261,2019-03-04 00:00:00,1858.0,1867.0,1836.0,1845.0,19007182.0,,firstStrategy,261,737122.0,Broker,261,10000.0,10000.0,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,,262,2019-03-05 00:00:00,1846.0,1849.0,1806.0,1830.0,12659614.0,,firstStrategy,262,737123.0,Broker,262,10000.0,10000.0,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,,263,2019-03-06 00:00:00,1829.0,1865.0,1825.0,1850.0,18865729.0,,firstStrategy,263,737124.0,Broker,263,10000.0,10000.0,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,,264,2019-03-09 00:00:00,1868.0,1890.0,1850.0,1872.0,19726117.0,,firstStrategy,264,737127.0,Broker,264,10000.0,10000.0,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,,265,2019-03-10 00:00:00,1874.0,1890.0,1862.0,1870.0,20078884.0,,firstStrategy,265,737128.0,Broker,265,10000.0,10000.0,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,,266,2019-03-11 00:00:00,1874.0,1934.0,1874.0,1921.0,54206831.0,,firstStrategy,266,737129.0,Broker,266,10000.0,10000.0,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,,267,2019-03-17 00:00:00,1751.0,1790.0,1712.0,1742.0,68793770.0,,firstStrategy,267,737135.0,Broker,267,10000.0,10000.0,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,,268,2019-03-18 00:00:00,1748.0,1810.0,1731.0,1798.0,32835553.0,,firstStrategy,268,737136.0,Broker,268,10000.0,10000.0,BuySell,268,,,Trades - Net Profit/Loss,268,,
