===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,firstStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
405,,405,2019-10-16 00:00:00,3030.0,3197.0,3030.0,3062.0,17029905.0,,firstStrategy,405,737348.0,Broker,405,10000.0,10000.0,BuySell,405,,,Trades - Net Profit/Loss,405,,
406,,406,2019-10-20 00:00:00,3067.0,3190.0,2997.0,3057.0,31251925.0,,firstStrategy,406,737352.0,Broker,406,10000.0,10000.0,BuySell,406,,,Trades - Net Profit/Loss,406,,
407,,407,2019-10-21 00:00:00,3100.0,3138.0,3000.0,3080.0,14463665.0,,firstStrategy,407,737353.0,Broker,407,10000.0,10000.0,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,,408,2019-10-22 00:00:00,3120.0,3143.0,3081.0,3091.0,17043464.0,,firstStrategy,408,737354.0,Broker,408,10000.0,10000.0,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,,409,2019-10-23 00:00:00,3060.0,3145.0,3035.0,3080.0,11279515.0,,firstStrategy,409,737355.0,Broker,409,10000.0,10000.0,BuySell,409,,,Trades - Net Profit/Loss,409,,
410,,410,2019-10-26 00:00:00,3052.0,3128.0,3041.0,3056.0,14128491.0,,firstStrategy,410,737358.0,Broker,410,10000.0,10000.0,BuySell,410,,,Trades - Net Profit/Loss,410,,
411,,411,2019-10-28 00:00:00,3031.0,3097.0,3031.0,3041.0,32300255.0,,firstStrategy,411,737360.0,Broker,411,10000.0,10000.0,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,,412,2019-10-30 00:00:00,3048.0,3160.0,3048.0,3150.0,15789518.0,,firstStrategy,412,737362.0,Broker,412,10000.0,10000.0,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,,413,2019-11-02 00:00:00,3150.0,3180.0,3069.0,3100.0,39536770.0,,firstStrategy,413,737365.0,Broker,413,10000.0,10000.0,BuySell,413,,,Trades - Net Profit/Loss,413,,
414,,414,2019-11-03 00:00:00,3104.0,3150.0,3050.0,3092.0,7472959.0,,firstStrategy,414,737366.0,Broker,414,10000.0,10000.0,BuySell,414,,,Trades - Net Profit/Loss,414,,
415,,415,2019-11-04 00:00:00,3096.0,3139.0,3016.0,3050.0,11540486.0,,firstStrategy,415,737367.0,Broker,415,10000.0,10000.0,BuySell,415,,,Trades - Net Profit/Loss,415,,
416,,416,2019-11-05 00:00:00,3035.0,3100.0,3029.0,3061.0,13282477.0,,firstStrategy,416,737368.0,Broker,416,10000.0,10000.0,BuySell,416,,,Trades - Net Profit/Loss,416,,
417,,417,2019-11-09 00:00:00,3034.0,3090.0,3014.0,3061.0,14159227.0,,firstStrategy,417,737372.0,Broker,417,10000.0,10000.0,BuySell,417,,,Trades - Net Profit/Loss,417,,
418,,418,2019-11-10 00:00:00,3032.0,3059.0,3001.0,3051.0,9922830.0,,firstStrategy,418,737373.0,Broker,418,10000.0,10000.0,BuySell,418,,,Trades - Net Profit/Loss,418,,
419,,419,2019-11-11 00:00:00,3020.0,3088.0,3005.0,3045.0,8338322.0,,firstStrategy,419,737374.0,Broker,419,10000.0,10000.0,BuySell,419,,,Trades - Net Profit/Loss,419,,
420,,420,2019-11-12 00:00:00,3030.0,3050.0,3000.0,3009.0,12968391.0,,firstStrategy,420,737375.0,Broker,420,10000.0,10000.0,BuySell,420,,,Trades - Net Profit/Loss,420,,
421,,421,2019-11-13 00:00:00,3030.0,3050.0,2988.0,3008.0,19207878.0,,firstStrategy,421,737376.0,Broker,421,10000.0,10000.0,BuySell,421,,,Trades - Net Profit/Loss,421,,
422,,422,2019-11-16 00:00:00,3007.0,3040.0,2978.0,2997.0,13216339.0,,firstStrategy,422,737379.0,Broker,422,10000.0,10000.0,BuySell,422,,,Trades - Net Profit/Loss,422,,
423,,423,2019-11-17 00:00:00,2939.0,3028.0,2922.0,2940.0,14638259.0,,firstStrategy,423,737380.0,Broker,423,10000.0,10000.0,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,,424,2019-11-18 00:00:00,2997.0,3000.0,2913.0,3000.0,22276894.0,,firstStrategy,424,737381.0,Broker,424,10000.0,10000.0,BuySell,424,,,Trades - Net Profit/Loss,424,,
425,,425,2019-11-19 00:00:00,3000.0,3026.0,2950.0,3000.0,13187332.0,,firstStrategy,425,737382.0,Broker,425,10000.0,10000.0,BuySell,425,,,Trades - Net Profit/Loss,425,,
426,,426,2019-11-20 00:00:00,2951.0,3050.0,2951.0,3020.0,14166246.0,,firstStrategy,426,737383.0,Broker,426,10000.0,10000.0,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,,427,2019-11-23 00:00:00,3040.0,3060.0,3000.0,3040.0,22558654.0,,firstStrategy,427,737386.0,Broker,427,10000.0,10000.0,BuySell,427,,,Trades - Net Profit/Loss,427,,
428,,428,2019-11-24 00:00:00,3010.0,3049.0,3005.0,3013.0,12160821.0,,firstStrategy,428,737387.0,Broker,428,10000.0,10000.0,BuySell,428,,,Trades - Net Profit/Loss,428,,
429,,429,2019-11-25 00:00:00,3013.0,3024.0,2970.0,2981.0,16860560.0,,firstStrategy,429,737388.0,Broker,429,10000.0,10000.0,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,,430,2019-11-26 00:00:00,2987.0,3020.0,2952.0,3010.0,11789922.0,,firstStrategy,430,737389.0,Broker,430,10000.0,10000.0,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,,431,2019-11-27 00:00:00,2980.0,3039.0,2933.0,2988.0,12632650.0,,firstStrategy,431,737390.0,Broker,431,10000.0,10000.0,BuySell,431,,,Trades - Net Profit/Loss,431,,
432,,432,2019-11-30 00:00:00,2941.0,3001.0,2941.0,2973.0,14797282.0,,firstStrategy,432,737393.0,Broker,432,10000.0,10000.0,BuySell,432,,,Trades - Net Profit/Loss,432,,
433,,433,2019-12-01 00:00:00,2995.0,3023.0,2957.0,3000.0,20727869.0,,firstStrategy,433,737394.0,Broker,433,10000.0,10000.0,BuySell,433,,,Trades - Net Profit/Loss,433,,
434,,434,2019-12-02 00:00:00,2982.0,3052.0,2981.0,3001.0,20290604.0,,firstStrategy,434,737395.0,Broker,434,10000.0,10000.0,BuySell,434,,,Trades - Net Profit/Loss,434,,
435,,435,2019-12-03 00:00:00,3014.0,3016.0,2970.0,3000.0,19636990.0,,firstStrategy,435,737396.0,Broker,435,10000.0,10000.0,BuySell,435,,,Trades - Net Profit/Loss,435,,
436,,436,2019-12-04 00:00:00,2982.0,3006.0,2982.0,3001.0,30535754.0,,firstStrategy,436,737397.0,Broker,436,10000.0,10000.0,BuySell,436,,,Trades - Net Profit/Loss,436,,
437,,437,2019-12-07 00:00:00,3019.0,3072.0,3008.0,3050.0,23275061.0,,firstStrategy,437,737400.0,Broker,437,10000.0,10000.0,BuySell,437,,,Trades - Net Profit/Loss,437,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - firstStrategy:
      *************************************************************************
      - Params:
        - period: 21
      *************************************************************************
      - Indicators:
        .......................................................................
        - RSI_SMA:
          - Lines: rsi
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 21
            - movav: MovingAverageSimple
            - upperband: 70.0
            - lowerband: 30.0
            - safediv: False
            - safehigh: 100.0
            - safelow: 50.0
            - lookback: 1
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000
          - End: 10000.0
